H_boundary,start_M,known_n,hidden_k,cert_base,L_min,L_offset,L_cert,decimal_digits_used_for_cert,prefix_preview,true_hidden,true_full_preview,q_cell_C_digits,decimal_range_width,prefix_condition_range_width,candidate_count_after_prefix,recovered_hidden,success,ambiguous,Amin_minus_prefix_low,Amax_minus_prefix_low,candidate_low_minus_prefix_low,candidate_high_minus_prefix_low
693985,693886,99,1,4,167,1,168,162,319317228940480334599855226410,8,23052213171260507160...04803345998552264108,101,1,10,1,8,True,False,8,8,8,8
717287,717188,99,1,4,167,1,168,162,185104828834584759112985991132,6,88239240656377438980...45847591129859911326,102,1,10,1,6,True,False,6,6,6,6
773499,773400,99,1,4,167,1,168,162,283554972399990954386747911904,1,68858174582721066360...99909543867479119041,101,1,10,1,1,True,False,1,1,1,1
789330,789231,99,1,4,167,1,168,162,481349699003368236635925882060,1,63261932678725773121...33682366359258820601,101,1,10,1,1,True,False,1,1,1,1
800930,800831,99,1,4,167,1,168,162,815754559688069426018001303557,8,56166160815429521787...80694260180013035578,101,1,10,1,8,True,False,8,8,8,8
812721,812622,99,1,4,167,1,168,162,555547099528058650927489148560,6,38089158911415106268...80586509274891485606,101,1,10,1,6,True,False,6,6,6,6
818959,818860,99,1,4,167,1,168,162,384377391003701560450854244171,8,20034050684331619519...37015604508542441718,101,1,10,1,8,True,False,8,8,8,8
827885,827786,99,1,4,167,1,168,162,720299367123678763451986595708,0,86486295967723599386...36787634519865957080,102,1,10,1,0,True,False,0,0,0,0
843333,843234,99,1,4,167,1,168,162,240434415604684960365223220703,9,86782238295155301447...46849603652232207039,102,1,10,1,9,True,False,9,9,9,9
857856,857757,99,1,4,167,1,168,162,699910797483860730938322241856,5,04904988917124685739...38607309383222418565,100,1,10,1,5,True,False,5,5,5,5
880118,880019,99,1,4,167,1,168,162,583284264334984211990679033276,9,38758447100756455874...49842119906790332769,101,1,10,1,9,True,False,9,9,9,9
880603,880504,99,1,4,167,1,168,162,045942224722408579545248996614,9,04210228706958031691...24085795452489966149,100,1,10,1,9,True,False,9,9,9,9
892202,892103,99,1,4,167,1,168,162,957739544589473799649939650197,3,33187907256169308154...94737996499396501973,101,1,10,1,3,True,False,3,3,3,3
892348,892249,99,1,4,167,1,168,162,175145832906568124019088806520,5,60589434397057243968...65681240190888065205,101,1,10,1,5,True,False,5,5,5,5
904484,904385,99,1,4,167,1,168,162,003230917231449065960183944335,7,15612178664717813433...14490659601839443357,101,1,10,1,7,True,False,7,7,7,7
959903,959804,99,1,4,167,1,168,162,965669379924358729329116688498,3,22929408030684220362...43587293291166884983,101,1,10,1,3,True,False,3,3,3,3
967701,967602,99,1,4,167,1,168,162,393544273709938641506048173133,8,31498313539476010997...99386415060481731338,101,1,10,1,8,True,False,8,8,8,8
1000000,999901,99,1,4,167,1,168,162,996346460422090106105779458151,3,31561403332127284919...20901061057794581513,101,1,10,1,3,True,False,3,3,3,3
1040638,1040539,99,1,4,167,1,168,162,602919153834489079644615711200,1,47866810316302538442...44890796446157112001,101,1,10,1,1,True,False,1,1,1,1
1050753,1050654,99,1,4,167,1,168,162,765297983874266253555728527755,4,00272687389888500939...42662535557285277554,99,1,10,1,4,True,False,4,4,4,4
1054449,1054350,99,1,4,167,1,168,162,816211423182073703190901617186,1,01912053305603207887...20737031909016171861,100,1,10,1,1,True,False,1,1,1,1
1066238,1066139,99,1,4,167,1,168,162,870975745856207795103855683781,0,81845106733998676146...62077951038556837810,102,1,10,1,0,True,False,0,0,0,0
1073025,1072926,99,1,4,167,1,168,162,126061364416969195564379212364,1,75870724998140946663...69691955643792123641,102,1,10,1,1,True,False,1,1,1,1
1087990,1087891,99,1,4,167,1,168,162,447601478042451589123253078872,9,43972643878161938881...24515891232530788729,101,1,10,1,9,True,False,9,9,9,9
1115629,1115530,99,1,4,167,1,168,162,468886247167287846197413253229,7,14544226208594974572...72878461974132532297,101,1,10,1,7,True,False,7,7,7,7
1126103,1126004,99,1,4,167,1,168,162,125098254104681960641879262193,8,13781705181604746979...46819606418792621938,101,2,10,2,,False,True,7,8,7,8
1147756,1147657,99,1,4,167,1,168,162,370388247159817963693475756171,6,17566988182569202240...98179636934757561716,101,1,10,1,6,True,False,6,6,6,6
1157754,1157655,99,1,4,167,1,168,162,386509777391167153832201552178,5,25698729666544857094...11671538322015521785,101,1,10,1,5,True,False,5,5,5,5
1163818,1163719,99,1,4,167,1,168,162,713009060289707249828453512200,9,96327719274788407295...97072498284535122009,102,1,10,1,9,True,False,9,9,9,9
1209529,1209430,99,1,4,167,1,168,162,820808065164308513057539071480,8,95590238595988882718...43085130575390714808,102,1,10,1,8,True,False,8,8,8,8
1304006,1303907,99,1,4,167,1,168,162,937726997501146562752347147257,5,67308273823930935492...11465627523471472575,101,1,10,1,5,True,False,5,5,5,5
1341736,1341637,99,1,4,167,1,168,162,517012397095488923922618979244,6,76621065537227769635...54889239226189792446,102,1,10,1,6,True,False,6,6,6,6
1348788,1348689,99,1,4,167,1,168,162,161193241010581644940662368625,6,28229506431053668163...05816449406623686256,101,1,10,1,6,True,False,6,6,6,6
1356556,1356457,99,1,4,167,1,168,162,827045346159517070858114277830,7,74496423755670218339...95170708581142778307,102,1,10,1,7,True,False,7,7,7,7
1396940,1396841,99,1,4,167,1,168,162,066490778751753866228503839850,1,95654762127380626121...17538662285038398501,102,1,10,1,1,True,False,1,1,1,1
1412239,1412140,99,1,4,167,1,168,162,117189027244940647588352476752,0,58220847050211169717...49406475883524767520,101,1,10,1,0,True,False,0,0,0,0
1430894,1430795,99,1,4,167,1,168,162,171626714866090941406006857538,6,71768010400115152298...60909414060068575386,102,1,10,1,6,True,False,6,6,6,6
1445909,1445810,99,1,4,167,1,168,162,844792035659926636374099719436,3,63365840834937303492...99266363740997194363,101,1,10,1,3,True,False,3,3,3,3
1446751,1446652,99,1,4,167,1,168,162,578125630560368595337897722005,9,52189355398542434603...03685953378977220059,101,1,10,1,9,True,False,9,9,9,9
1468610,1468511,99,1,4,167,1,168,162,438973711724940863265184149584,7,21061083034932137473...49408632651841495847,101,1,10,1,7,True,False,7,7,7,7
1468705,1468606,99,1,4,167,1,168,162,896523168579460538213641579407,7,95847226085758092763...94605382136415794077,102,1,10,1,7,True,False,7,7,7,7
1477909,1477810,99,1,4,167,1,168,162,725694330277252806146898876906,0,25618521924718512748...72528061468988769060,101,1,10,1,0,True,False,0,0,0,0
1488257,1488158,99,1,4,167,1,168,162,707541587478873646401654505082,0,32008595762158691428...88736464016545050820,101,1,10,1,0,True,False,0,0,0,0
1500000,1499901,99,1,4,167,1,168,162,794715117319607737991914462295,2,29754421710582590927...96077379919144622952,101,1,10,1,2,True,False,2,2,2,2
1551839,1551740,99,1,4,167,1,168,162,265697941996373019859275553374,7,50796589022949963867...63730198592755533747,101,1,10,1,7,True,False,7,7,7,7
1596235,1596136,99,1,4,167,1,168,162,372647468444051827821891124710,4,80872054858739032093...40518278218911247104,102,1,10,1,4,True,False,4,4,4,4
1598832,1598733,99,1,4,167,1,168,162,906187498720783156532379928631,5,94283499025133705660...07831565323799286315,102,1,10,1,5,True,False,5,5,5,5
1606966,1606867,99,1,4,167,1,168,162,331408545464600965124140149923,8,06590495393990298154...46009651241401499238,100,1,10,1,8,True,False,8,8,8,8
1608089,1607990,99,1,4,167,1,168,162,412298639874239459957921065835,7,64338511658852605134...42394599579210658357,101,1,10,1,7,True,False,7,7,7,7
1610213,1610114,99,1,4,167,1,168,162,840676938370527929620527899958,4,15696233411147775256...05279296205278999584,101,1,10,1,4,True,False,4,4,4,4
1625435,1625336,99,1,4,167,1,168,162,798804992789475784238370571738,5,34233517184521345762...94757842383705717385,101,1,10,1,5,True,False,5,5,5,5
1684039,1683940,99,1,4,167,1,168,162,852477959372044797523336188705,0,76542677492183415882...20447975233361887050,102,2,10,2,,False,True,0,1,0,1
1684398,1684299,99,1,4,167,1,168,162,772020671298766747809619699508,0,02084819117190811665...87667478096196995080,100,1,10,1,0,True,False,0,0,0,0
1728416,1728317,99,1,4,167,1,168,162,999729176179301832402252844187,5,15977083419731694869...93018324022528441875,101,2,10,2,,False,True,5,6,5,6
1745941,1745842,99,1,4,167,1,168,162,706527049797708300745929252280,3,21622174064699884478...77083007459292522803,101,1,10,1,3,True,False,3,3,3,3
1754761,1754662,99,1,4,167,1,168,162,065327984725464447960433491335,0,84802543478046300617...54644479604334913350,102,1,10,1,0,True,False,0,0,0,0
1783050,1782951,99,1,4,167,1,168,162,254307835200240208629385672231,8,04889158819224818878...02402086293856722318,100,1,10,1,8,True,False,8,8,8,8
1811447,1811348,99,1,4,167,1,168,162,929292245797167652375540617011,8,72796091435274907564...71676523755406170118,102,2,10,2,,False,True,7,8,7,8
1815389,1815290,99,1,4,167,1,168,162,901797729584824489716294531929,5,50674094303962424700...48244897162945319295,101,1,10,1,5,True,False,5,5,5,5
1820147,1820048,99,1,4,167,1,168,162,234712316028860904374392869504,4,87461735690337066930...88609043743928695044,102,1,10,1,4,True,False,4,4,4,4
1843537,1843438,99,1,4,167,1,168,162,714340305270451545819145319651,4,34691160751748887785...04515458191453196514,101,1,10,1,4,True,False,4,4,4,4
1848479,1848380,99,1,4,167,1,168,162,771890083405436321326502790870,1,06296544351765145045...54363213265027908701,100,1,10,1,1,True,False,1,1,1,1
1855701,1855602,99,1,4,167,1,168,162,939962781242682760502085146310,5,67341940819706819634...26827605020851463105,101,1,10,1,5,True,False,5,5,5,5
1859291,1859192,99,1,4,167,1,168,162,187824677640649221356245101157,9,01127265567533025394...06492213562451011579,100,2,10,2,,False,True,8,9,8,9
1881449,1881350,99,1,4,167,1,168,162,174500184610907852942425397985,0,79029384797993356467...09078529424253979850,102,1,10,1,0,True,False,0,0,0,0
1897638,1897539,99,1,4,167,1,168,162,046976751436639707383918942564,2,34615260166451632035...66397073839189425642,101,1,10,1,2,True,False,2,2,2,2
1901647,1901548,99,1,4,167,1,168,162,556188494378696802858033949971,9,44834075446426306030...86968028580339499719,101,1,10,1,9,True,False,9,9,9,9
1913257,1913158,99,1,4,167,1,168,162,139715536863282691525832959983,7,05688753325647852630...32826915258329599837,100,2,10,2,,False,True,6,7,6,7
1943552,1943453,99,1,4,167,1,168,162,755495440214995589398703608787,2,15614432181914077905...49955893987036087872,101,1,10,1,2,True,False,2,2,2,2
1956221,1956122,99,1,4,167,1,168,162,008069054870351739777066256500,2,91431550231754078783...03517397770662565002,102,1,10,1,2,True,False,2,2,2,2
1984535,1984436,99,1,4,167,1,168,162,056331069486623609543505565751,2,17256223607164263970...66236095435055657512,101,1,10,1,2,True,False,2,2,2,2
1988383,1988284,99,1,4,167,1,168,162,237278546852170162806747599491,3,84453569954531500825...21701628067475994913,102,1,10,1,3,True,False,3,3,3,3
10000,9901,99,1,4,167,2,169,162,959688159205600101655256375678,5,64560016237428802109...56001016552563756785,102,1,10,1,5,True,False,5,5,5,5
12953,12854,99,1,4,167,2,169,162,210259417375623899420757136275,1,45222681268872684459...56238994207571362751,102,1,10,1,1,True,False,1,1,1,1
13584,13485,99,1,4,167,2,169,162,669134522244470804592396602817,1,42940266829738652209...44708045923966028171,102,1,10,1,1,True,False,1,1,1,1
21165,21066,99,1,4,167,2,169,162,177601733073855475800605601433,7,59554028644059024964...38554758006056014337,102,1,10,1,7,True,False,7,7,7,7
23743,23644,99,1,4,167,2,169,162,875571049729011487171897180046,9,31039357860689611125...90114871718971800469,102,1,10,1,9,True,False,9,9,9,9
37545,37446,99,1,4,167,2,169,162,956119201229888988700607999279,5,05539189911513352522...98889887006079992795,101,1,10,1,5,True,False,5,5,5,5
39151,39052,99,1,4,167,2,169,162,044880834261845208730530973189,4,34423173226463784769...18452087305309731894,102,1,10,1,4,True,False,4,4,4,4
43845,43746,99,1,4,167,2,169,162,644604170520447004631513797543,1,15674775666760510878...04470046315137975431,101,1,10,1,1,True,False,1,1,1,1
50000,49901,99,1,4,167,2,169,162,112718106910522900246574236041,3,58405229536937499710...05229002465742360413,102,2,10,2,,False,True,2,3,2,3
55747,55648,99,1,4,167,2,169,162,119734709402357457222271212526,8,89762933532585557562...23574572222712125268,102,1,10,1,8,True,False,8,8,8,8
86388,86289,99,1,4,167,2,169,162,010286065785859126997463766174,1,81613469018069650895...58591269974637661741,102,1,10,1,1,True,False,1,1,1,1
93608,93509,99,1,4,167,2,169,162,352228334301379533729540162576,2,56138692363443358553...13795337295401625762,102,1,10,1,2,True,False,2,2,2,2
100000,99901,99,1,4,167,2,169,162,712790913767420805655493624646,4,57501636341131462753...74208056554936246464,102,1,10,1,4,True,False,4,4,4,4
107517,107418,99,1,4,167,2,169,162,448993947541474608339918696889,2,48678013461821787593...14746083399186968892,102,1,10,1,2,True,False,2,2,2,2
120851,120752,99,1,4,167,2,169,162,779565892055456243429798279413,4,58088312412428828763...54562434297982794134,102,1,10,1,4,True,False,4,4,4,4
151892,151793,99,1,4,167,2,169,162,240198813494984438436763827041,1,53209783265292168258...49844384367638270411,102,1,10,1,1,True,False,1,1,1,1
191297,191198,99,1,4,167,2,169,162,620117181006104722585841850028,6,33326470891561955522...61047225858418500286,102,1,10,1,6,True,False,6,6,6,6
198273,198174,99,1,4,167,2,169,162,974450829108449142753286512578,8,21431310565114032165...84491427532865125788,102,1,10,1,8,True,False,8,8,8,8
212329,212230,99,1,4,167,2,169,162,775066750394884663677721467921,1,70808243016916661770...48846636777214679211,102,1,10,1,1,True,False,1,1,1,1
251839,251740,99,1,4,167,2,169,162,546447861792435817101125518513,1,90345410532502054955...24358171011255185131,102,1,10,1,1,True,False,1,1,1,1
257948,257849,99,1,4,167,2,169,162,075908103313306591475749539436,5,39411720861353588405...33065914757495394365,102,1,10,1,5,True,False,5,5,5,5
266404,266305,99,1,4,167,2,169,162,725499842854841956681924545197,4,13810106667342459156...48419566819245451974,101,1,10,1,4,True,False,4,4,4,4
277982,277883,99,1,4,167,2,169,162,801563037304690809309792735365,8,01267456151310391071...46908093097927353658,100,1,10,1,8,True,False,8,8,8,8
279609,279510,99,1,4,167,2,169,162,782724332922702482645480284999,8,20121250377976572630...27024826454802849998,102,1,10,1,8,True,False,8,8,8,8
285642,285543,99,1,4,167,2,169,162,151575005988399640141880497306,9,64480790484267719159...83996401418804973069,102,1,10,1,9,True,False,9,9,9,9
308991,308892,99,1,4,167,2,169,162,900315217552148825260347141601,8,96268598180602937728...21488252603471416018,102,1,10,1,8,True,False,8,8,8,8
315630,315531,99,1,4,167,2,169,162,738166616867800483272929905942,8,35740287994013569211...78004832729299059428,102,1,10,1,8,True,False,8,8,8,8
336216,336117,99,1,4,167,2,169,162,498866876544103827053374089892,1,59687621596708124955...41038270533740898921,102,1,10,1,1,True,False,1,1,1,1
367990,367891,99,1,4,167,2,169,162,164356596853145826507561070572,4,47491694646666789612...31458265075610705724,102,1,10,1,4,True,False,4,4,4,4
385566,385467,99,1,4,167,2,169,162,761100283487432190524333293992,8,18404784693642902511...74321905243332939928,102,1,10,1,8,True,False,8,8,8,8
403299,403200,99,1,4,167,2,169,162,401425042106378331650979093472,5,48119277796748391027...63783316509790934725,102,1,10,1,5,True,False,5,5,5,5
447395,447296,99,1,4,167,2,169,162,394961386871671776305654609188,5,58367600773900836561...16717763056546091885,102,1,10,1,5,True,False,5,5,5,5
447593,447494,99,1,4,167,2,169,162,430948667539415116316766582814,0,46477930882654235748...94151163167665828140,102,1,10,1,0,True,False,0,0,0,0
460484,460385,99,1,4,167,2,169,162,764537402218188411874481338287,9,70090989862716772241...81884118744813382879,102,1,10,1,9,True,False,9,9,9,9
465533,465434,99,1,4,167,2,169,162,844886149827139560795729139057,9,20082689003786354784...71395607957291390579,102,1,10,1,9,True,False,9,9,9,9
475202,475103,99,1,4,167,2,169,162,858568197468429290417067166141,3,30395837400973858701...84292904170671661413,102,1,10,1,3,True,False,3,3,3,3
484351,484252,99,1,4,167,2,169,162,608907655734436344801490488298,3,95542449122673852851...44363448014904882983,102,1,10,1,3,True,False,3,3,3,3
485607,485508,99,1,4,167,2,169,162,926656176868862932116256560500,8,98516922005081391020...88629321162565605008,102,1,10,1,8,True,False,8,8,8,8
500000,499901,99,1,4,167,2,169,162,193325290740424876025138195242,6,34165237031653070432...04248760251381952426,102,1,10,1,6,True,False,6,6,6,6
510642,510543,99,1,4,167,2,169,162,408356160399848851377292303432,3,27839328479264705620...98488513772923034323,102,1,10,1,3,True,False,3,3,3,3
528676,528577,99,1,4,167,2,169,162,868188531550715521356754582486,2,42166756748578561416...07155213567545824862,102,1,10,1,2,True,False,2,2,2,2
534982,534883,99,1,4,167,2,169,162,558897521380576361590214842158,3,03432842134674936328...05763615902148421583,101,1,10,1,3,True,False,3,3,3,3
553096,552997,99,1,4,167,2,169,162,053463660636396370508400603225,9,15732568115366055049...63963705084006032259,101,1,10,1,9,True,False,9,9,9,9
557826,557727,99,1,4,167,2,169,162,088239346961329546058235596168,8,23264693476067359179...13295460582355961688,102,1,10,1,8,True,False,8,8,8,8
558499,558400,99,1,4,167,2,169,162,687382883091817168865047464734,2,58113338304783246584...18171688650474647342,102,2,10,2,,False,True,1,2,1,2
559377,559278,99,1,4,167,2,169,162,319090947564277462823464504961,8,47258601930480188788...42774628234645049618,102,1,10,1,8,True,False,8,8,8,8
575596,575497,99,1,4,167,2,169,162,164285764558538815095998654259,9,60583506521637181437...85388150959986542599,102,1,10,1,9,True,False,9,9,9,9
581971,581872,99,1,4,167,2,169,162,691796392094089540494967577669,1,18644027032070094133...40895404949675776691,102,1,10,1,1,True,False,1,1,1,1
593623,593524,99,1,4,167,2,169,162,655682803999261459692054638058,7,53888572605849243307...92614596920546380587,102,1,10,1,7,True,False,7,7,7,7
602561,602462,99,1,4,167,2,169,162,358307724451600378609737374314,7,73859006548375807152...16003786097373743147,102,1,10,1,7,True,False,7,7,7,7
612340,612241,99,1,4,167,2,169,162,651431942095955160726127413535,9,27489417603760297520...59551607261274135359,102,1,10,1,9,True,False,9,9,9,9
663869,663770,99,1,4,167,2,169,162,342319019174724659837227207421,0,10719482289989607372...47246598372272074210,101,1,10,1,0,True,False,0,0,0,0
685174,685075,99,1,4,167,2,169,162,821898843327591528070953988212,6,42442839171596146581...75915280709539882126,102,1,10,1,6,True,False,6,6,6,6
692847,692748,99,1,4,167,2,169,162,511564310976617009500805367466,2,67266178454961087379...66170095008053674662,102,1,10,1,2,True,False,2,2,2,2
693985,693886,99,1,4,167,2,169,162,319317228940480334599855226410,8,23052213171260507160...04803345998552264108,102,1,10,1,8,True,False,8,8,8,8
717287,717188,99,1,4,167,2,169,162,185104828834584759112985991132,6,88239240656377438980...45847591129859911326,102,1,10,1,6,True,False,6,6,6,6
773499,773400,99,1,4,167,2,169,162,283554972399990954386747911904,1,68858174582721066360...99909543867479119041,102,1,10,1,1,True,False,1,1,1,1
789330,789231,99,1,4,167,2,169,162,481349699003368236635925882060,1,63261932678725773121...33682366359258820601,102,1,10,1,1,True,False,1,1,1,1
