cutoff_H,step,boundary_before_step,tail_len,tail_preview,true_digit,selected_digit,accepted_count,accepted_digits,rejected_count,negative_alignment_candidates,certificate_guard_len,guard_preview,step_correct,tail_occurrences_in_known_after_step,tail_has_earlier_duplicate_diagnostic
1500000,61,1500060,100,103002874631882396013932831499,3,3,1,3,9,10,32,3633816662265471,True,1,False
1500000,62,1500061,100,030028746318823960139328314993,6,6,1,6,9,10,32,6338166622654712,True,1,False
1500000,63,1500062,100,300287463188239601393283149936,3,3,1,3,9,10,32,3381666226547121,True,1,False
1500000,64,1500063,100,002874631882396013932831499363,3,3,1,3,9,10,32,3816662265471213,True,1,False
1500000,65,1500064,100,028746318823960139328314993633,8,8,1,8,9,10,32,8166622654712132,True,1,False
1500000,66,1500065,100,287463188239601393283149936338,1,1,1,1,9,10,32,1666226547121326,True,1,False
1500000,67,1500066,100,874631882396013932831499363381,6,6,1,6,9,10,32,6662265471213266,True,1,False
1500000,68,1500067,100,746318823960139328314993633816,6,6,1,6,9,10,32,6622654712132669,True,1,False
1500000,69,1500068,100,463188239601393283149936338166,6,6,1,6,9,10,32,6226547121326694,True,1,False
1500000,70,1500069,100,631882396013932831499363381666,2,2,1,2,9,10,32,2265471213266946,True,1,False
1500000,71,1500070,100,318823960139328314993633816662,2,2,1,2,9,10,32,2654712132669468,True,1,False
1500000,72,1500071,100,188239601393283149936338166622,6,6,1,6,9,10,32,6547121326694685,True,1,False
1500000,73,1500072,100,882396013932831499363381666226,5,5,1,5,9,10,32,5471213266946859,True,1,False
1500000,74,1500073,100,823960139328314993633816662265,4,4,1,4,9,10,32,4712132669468597,True,1,False
1500000,75,1500074,100,239601393283149936338166622654,7,7,1,7,9,10,32,7121326694685979,True,1,False
1500000,76,1500075,100,396013932831499363381666226547,1,1,1,1,9,10,32,1213266946859790,True,1,False
1500000,77,1500076,100,960139328314993633816662265471,2,2,1,2,9,10,32,2132669468597900,True,1,False
1500000,78,1500077,100,601393283149936338166622654712,1,1,1,1,9,10,32,1326694685979002,True,1,False
1500000,79,1500078,100,013932831499363381666226547121,3,3,1,3,9,10,32,3266946859790024,True,1,False
1500000,80,1500079,100,139328314993633816662265471213,2,2,1,2,9,10,32,2669468597900240,True,1,False
1500000,81,1500080,100,393283149936338166622654712132,6,6,1,6,9,10,32,6694685979002409,True,1,False
1500000,82,1500081,100,932831499363381666226547121326,6,6,1,6,9,10,32,6946859790024094,True,1,False
1500000,83,1500082,100,328314993633816662265471213266,9,9,1,9,9,10,32,9468597900240947,True,1,False
1500000,84,1500083,100,283149936338166622654712132669,4,4,1,4,9,10,32,4685979002409476,True,1,False
1500000,85,1500084,100,831499363381666226547121326694,6,6,1,6,9,10,32,6859790024094766,True,1,False
1500000,86,1500085,100,314993633816662265471213266946,8,8,1,8,9,10,32,8597900240947668,True,1,False
1500000,87,1500086,100,149936338166622654712132669468,5,5,1,5,9,10,32,5979002409476680,True,1,False
1500000,88,1500087,100,499363381666226547121326694685,9,9,1,9,9,10,32,9790024094766809,True,1,False
1500000,89,1500088,100,993633816662265471213266946859,7,7,1,7,9,10,32,7900240947668092,True,1,False
1500000,90,1500089,100,936338166622654712132669468597,9,9,1,9,9,10,32,9002409476680921,True,1,False
1500000,91,1500090,100,363381666226547121326694685979,0,0,1,0,9,10,32,0024094766809216,True,1,False
1500000,92,1500091,100,633816662265471213266946859790,0,0,1,0,9,10,32,0240947668092165,True,1,False
1500000,93,1500092,100,338166622654712132669468597900,2,2,1,2,9,10,32,2409476680921654,True,1,False
1500000,94,1500093,100,381666226547121326694685979002,4,4,1,4,9,10,32,4094766809216543,True,1,False
1500000,95,1500094,100,816662265471213266946859790024,0,0,1,0,9,10,32,0947668092165433,True,1,False
1500000,96,1500095,100,166622654712132669468597900240,9,9,1,9,9,10,32,9476680921654331,True,1,False
1500000,97,1500096,100,666226547121326694685979002409,4,4,1,4,9,10,32,4766809216543310,True,1,False
1500000,98,1500097,100,662265471213266946859790024094,7,7,1,7,9,10,32,7668092165433107,True,1,False
1500000,99,1500098,100,622654712132669468597900240947,6,6,1,6,9,10,32,6680921654331073,True,1,False
1500000,100,1500099,100,226547121326694685979002409476,6,6,1,6,9,10,32,6809216543310736,True,1,False
